client_id,interaction_rate,avg_keyword_word_count,device_usage_category,average_time_between_searches_days,unique_prd_category_count,purchase_activity_rate,avg_products_seen
01a798,0.0037593984962406013,2.3590225563909772,desktop_only,0.13727418521630236,76,0.0,8.333333333333334
01adab,0.023923444976076555,2.0669856459330145,desktop_only,0.0016536683781362008,43,0.0,9.789473684210526
01ae3e,0.0,2.492822966507177,desktop_only,0.44079105499573584,45,0.0,9.0
01b45a,0.0,2.54,desktop_only,0.04595788395380157,22,0.02,8.333333333333334
01bc91,0.0,2.8863636363636362,desktop_only,0.1410026653667154,20,0.011363636363636364,11.0
01bea7,0.0072992700729927005,2.7262773722627736,desktop_only,0.028817078623545708,54,0.010948905109489052,10.416666666666666
01beb7,0.022222222222222223,1.2,desktop_only,0.4429754503700736,14,0.022222222222222223,11.25
01c0bd,0.0,3.4705882352941178,desktop_only,0.06839920235717657,10,0.0,8.5
01c4cb,0.0,1.81651376146789,desktop_only,0.00029395527860449737,24,0.009174311926605505,18.4
01c5b9,0.003205128205128205,1.9775641025641026,mixed,0.03555791116126543,42,0.0,11.333333333333334
01c9e9,0.0018198362147406734,4.474067333939946,desktop_only,0.04843033432033713,162,0.0,9.766990291262136
01cbc2,0.00818452380952381,2.1956845238095237,mixed,0.1309075165432581,258,0.0011160714285714285,9.609053497942387
01cd6f,0.018867924528301886,3.811320754716981,desktop_only,0.06350647759071643,10,0.0,16.5
01cfe1,0.031746031746031744,3.365079365079365,desktop_only,0.08845447544713261,21,0.015873015873015872,9.0
01d245,0.0,1.2307692307692308,desktop_only,0.12783544846792774,7,0.0,8.0
01d34f,0.0,2.8947368421052633,desktop_only,0.2439536089237383,8,0.0,6.333333333333333
01deb5,0.0,2.347682119205298,desktop_only,0.0001645011324317739,53,0.0,9.548387096774194
01e3ff,0.009523809523809525,1.8285714285714285,desktop_only,0.4416277419124455,4,0.0,8.4
01e575,0.0,1.0,desktop_only,0.07437677855556192,5,0.42857142857142855,7.0
01e58e,0.0,1.0,desktop_only,0.7243171606090167,6,0.05,10.5
01eb60,0.0,2.2439024390243905,desktop_only,0.6829349880615292,11,0.0,8.2
01ed0a,0.0,4.0,desktop_only,0.033121618103213506,4,0.0,9.0
01ef97,0.0,3.7011494252873565,desktop_only,0.13354773067803424,14,0.0,7.833333333333333
01f449,0.0,1.3333333333333333,desktop_only,0.04845584179188932,9,0.030303030303030304,8.25
01f703,0.0,2.872093023255814,desktop_only,0.011957062335151392,8,0.0,9.0
01f8eb,0.0,2.0,mixed,0.3338403953591178,6,0.0,9.0
01fb23,0.0078125,2.953125,desktop_only,0.20976456741009908,48,0.0234375,7.5625
01fb5a,0.0,2.0,mobile_or_tablet_only,1.062719866991898,4,0.0,9.0
0200b2,0.0,2.054054054054054,desktop_only,0.45288092729653995,10,0.02702702702702703,7.25
0202bb,0.009174311926605505,2.128440366972477,desktop_only,0.17628174586299625,22,0.009174311926605505,10.4
0203c5,0.005257009345794392,2.321261682242991,desktop_only,0.05348237988343253,183,0.0,9.019108280254777
020ac6,0.0,1.0,desktop_only,0.26314874853111386,4,0.05555555555555555,9.0
0210a0,0.0,2.1299435028248586,desktop_only,0.545024436886347,41,0.005649717514124294,10.375
0214c2,0.026490066225165563,2.7350993377483444,mixed,0.8661709138097371,32,0.0,8.352941176470589
021986,0.0,2.0,desktop_only,1.3947315633564814,5,0.0,7.5
021cc5,0.0,1.7849462365591398,desktop_only,0.2828495513462963,26,0.021505376344086023,10.285714285714286
022131,0.005208333333333333,2.0052083333333335,desktop_only,0.21080548836404323,63,0.015625,8.4
0225dd,0.015799256505576207,2.140334572490706,desktop_only,0.1597776381960623,155,0.0,9.923076923076923
022659,0.0,3.3142857142857145,desktop_only,0.8337782186490885,4,0.02857142857142857,8.5
02267e,0.0,2.0,desktop_only,0.10868580155043787,4,0.0,19.0
02271b,0.003968253968253968,2.6666666666666665,desktop_only,0.0004188244777777778,81,0.0,8.488372093023257
022826,0.0,5.066666666666666,desktop_only,1.237442948271605,7,0.06666666666666667,7.5
022bd0,0.0,1.0,desktop_only,0.6089955190073303,11,0.0,19.5
023288,0.013468013468013467,2.4637281910009183,desktop_only,0.2501765712108876,254,0.0,9.051282051282051
023384,0.0,1.0,desktop_only,0.2196478199011827,1,0.0,8.0
023661,0.005988023952095809,2.254491017964072,desktop_only,0.007207038084723814,78,0.06287425149700598,8.432432432432432
023720,0.0,2.1707317073170733,desktop_only,0.3329002094629004,123,0.0,8.6
0237fc,0.008130081300813009,2.934959349593496,desktop_only,0.048994944089928966,22,0.0,8.5
023ce3,0.0,4.0,desktop_only,0.6056711610891686,3,0.0,12.0
023d80,0.013513513513513514,2.02027027027027,desktop_only,0.24854417346478938,31,0.02027027027027027,8.8
02406a,0.0,3.0,desktop_only,0.09886066902103684,5,0.0,8.0
024a44,0.008583690987124463,2.9206008583690988,desktop_only,0.11837540775116208,56,0.012875536480686695,11.375
024b1e,0.0,1.9333333333333333,desktop_only,0.0,8,0.06666666666666667,7.5
024c58,0.0,1.0,desktop_only,0.1545671774698294,4,0.0,7.0
024e9f,0.008333333333333333,1.8583333333333334,desktop_only,0.027172064528258946,23,0.008333333333333333,13.75
024fe6,0.004761904761904762,1.7714285714285714,desktop_only,0.11361371977475074,45,0.02857142857142857,9.238095238095237
02501c,0.0,1.6363636363636365,desktop_only,1.0185521289472854,6,0.045454545454545456,7.333333333333333
0250aa,0.014925373134328358,2.0671641791044775,desktop_only,0.016786149520653132,24,0.014925373134328358,9.9
025691,0.0,1.0,desktop_only,0.9788216086934156,6,0.0,12.5
025768,0.0,1.5294117647058822,desktop_only,0.7050498427430555,2,0.11764705882352941,8.5
025b83,0.0,1.8,desktop_only,0.008471897747426347,6,0.0,7.5
025bb5,0.009501187648456057,2.483372921615202,desktop_only,2.1678735696354163,109,0.007125890736342043,12.368421052631579
025cf0,0.004878048780487805,2.9658536585365853,desktop_only,0.03087320382101215,40,0.00975609756097561,8.157894736842104
025dec,0.0,4.0,desktop_only,0.02378283972639264,4,0.0,10.0
0264da,0.00894187779433681,2.2280178837555886,desktop_only,0.2629476677008102,106,0.0,8.117647058823529
0268eb,0.0,2.4285714285714284,desktop_only,0.7778576225706019,5,0.0,7.333333333333333
026c1d,0.0045045045045045045,1.6396396396396395,desktop_only,8.573859375e-05,57,0.06306306306306306,7.869565217391305
026da3,0.0,1.5,desktop_only,0.07309097933721558,10,0.020833333333333332,9.6
026e0d,0.0,2.2587064676616917,mixed,1.9999285364666004,34,0.0,10.615384615384615
02734a,0.038461538461538464,1.6153846153846154,desktop_only,1.1050164899224537,12,0.038461538461538464,8.666666666666666
02738d,0.007511737089201878,1.552112676056338,desktop_only,0.010375476917438271,147,0.005633802816901409,13.723076923076922
0273cc,0.010638297872340425,2.6382978723404253,desktop_only,0.0009650504825885667,27,0.11702127659574468,10.444444444444445
027659,0.005479452054794521,1.9945205479452055,mixed,0.026357913022426738,124,0.01780821917808219,8.487179487179487
027938,0.0,1.25,mixed,0.4581748978994809,4,0.03125,10.0
0279b0,0.0,1.0,desktop_only,0.06841003564533651,1,0.5,6.0
027a62,0.007194244604316547,1.60431654676259,mixed,0.2049707036950722,51,0.01079136690647482,11.590909090909092
027c50,0.0,2.8615384615384616,desktop_only,0.09176099785682945,32,0.0,9.0
027e14,0.006382978723404255,2.0308510638297874,desktop_only,0.01873179117978395,139,0.0,8.604938271604938
02811a,0.0072992700729927005,1.8832116788321167,desktop_only,0.13652464725220326,25,0.0072992700729927005,11.416666666666666
0282af,0.0,1.775,desktop_only,0.26937654117161197,23,0.1,8.0
028373,0.019646365422396856,1.6267190569744596,mixed,0.25993003687114197,172,0.01309757694826457,8.72549019607843
02848f,0.0,1.8064516129032258,desktop_only,0.4572039515577919,6,0.0,10.333333333333334
028795,0.0125,1.55,desktop_only,0.03897382131609089,18,0.025,23.0
028867,0.012658227848101266,2.6202531645569622,desktop_only,0.10292672174797046,17,0.0,9.714285714285714
028961,0.013333333333333334,1.6666666666666667,desktop_only,3.677213252314815e-05,12,0.013333333333333334,7.5
028f35,0.03225806451612903,2.0,mixed,0.04983663240593112,2,0.03225806451612903,19.0
028f51,0.0,1.24,desktop_only,0.2761856280375957,6,0.0,8.4
02972c,0.045454545454545456,1.3636363636363635,desktop_only,0.049626793335308436,2,0.045454545454545456,7.5
029a37,0.04316546762589928,1.8057553956834533,mixed,0.423609588784476,36,0.007194244604316547,8.8
029c15,0.019230769230769232,2.0,desktop_only,0.027937818730287382,15,0.0,8.8
02a281,0.0,2.4652777777777777,desktop_only,1.171775226425058,33,0.034722222222222224,13.444444444444445
02a364,0.0,1.8571428571428572,desktop_only,0.025046658307015152,3,0.0,7.0
02a540,0.0,1.0,desktop_only,0.0746122059472083,3,0.0,7.0
02a6e5,0.0,1.1944444444444444,desktop_only,0.03596591818587464,15,0.0,7.2
02aabb,0.0,2.0,desktop_only,0.24157751615788176,2,0.0,9.0
02aaec,0.0,1.2333333333333334,desktop_only,0.08241957176652892,9,0.0,15.0
02aafd,0.005298013245033113,1.8132450331125827,desktop_only,0.061519541549263694,73,0.006622516556291391,9.967213114754099
02ad0f,0.008064516129032258,2.0080645161290325,desktop_only,0.24510770270541377,47,0.0,9.666666666666666
02adbc,0.006060606060606061,2.090909090909091,mixed,0.021519382006398323,78,0.012121212121212121,9.935483870967742
02b0d2,0.012987012987012988,2.779220779220779,mixed,0.07543499328487654,12,0.012987012987012988,13.25
02b794,0.002531645569620253,2.508860759493671,mixed,0.959407569060571,85,0.005063291139240506,8.78048780487805
02b7b3,0.02197802197802198,2.8846153846153846,mixed,0.37231954854486476,25,0.0,10.785714285714286
02be31,0.003669724770642202,2.1247706422018346,mixed,0.01210614638574715,102,0.007339449541284404,8.296296296296296
02c1d1,0.02040816326530612,2.16734693877551,mixed,0.20883929221028644,50,0.004081632653061225,10.217391304347826
02c275,0.045454545454545456,2.090909090909091,desktop_only,0.15589840025815932,7,0.045454545454545456,7.333333333333333
02ccec,0.0,2.647887323943662,desktop_only,0.04458486121136302,8,0.0,8.454545454545455
02d237,0.0,1.7335984095427435,desktop_only,0.43277776281664593,76,0.0019880715705765406,10.222222222222221
02d359,0.0,1.0,desktop_only,0.00040238716666666667,4,0.0,9.0
02d70b,0.013043478260869565,2.0956521739130434,desktop_only,0.2821533751948751,33,0.013043478260869565,21.77777777777778
02d91b,0.0,2.611111111111111,desktop_only,0.29258190909336423,7,0.027777777777777776,12.0
02dfe1,0.0,2.0,desktop_only,0.04220681300653595,8,0.0,6.666666666666667
02e0a3,0.1111111111111111,2.0,desktop_only,0.11638550107997311,2,0.1111111111111111,9.0
02e0f2,0.012195121951219513,1.9939024390243902,desktop_only,0.08621101788290896,32,0.0,9.733333333333333
02e543,0.004122938530734633,2.3676911544227885,desktop_only,0.03052230323315467,267,0.02923538230884558,10.307339449541285
02eabb,0.006185567010309278,2.1061855670103093,desktop_only,0.3377431808666939,166,0.01443298969072165,8.008771929824562
02eac6,0.019230769230769232,1.9711538461538463,desktop_only,2.468406600552662,23,0.009615384615384616,8.2
02eebc,0.0,2.3870967741935485,desktop_only,0.11083493681278936,17,0.0,9.0
02f365,0.0,2.2712418300653594,desktop_only,0.2833356597537879,71,0.013071895424836602,8.866666666666667
02f4a6,0.0,3.0,desktop_only,0.0004585422546296297,3,0.05555555555555555,18.0
02f940,0.011160714285714286,2.154017857142857,desktop_only,0.03783975560465508,69,0.002232142857142857,9.870967741935484
02fa0c,0.011560693641618497,1.716763005780347,desktop_only,0.22600693418824547,22,0.0,11.384615384615385
02faf1,0.010703363914373088,1.9755351681957187,desktop_only,0.11208573879659636,61,0.0061162079510703364,9.840909090909092
02fc42,0.0,1.0,desktop_only,0.0,1,0.0,6.0
02fd54,0.0,1.0,desktop_only,0.022419057084780092,1,0.1,10.0
02feff,0.017699115044247787,2.2831858407079646,desktop_only,0.5673373560409433,16,0.0,10.166666666666666
02ff9e,0.0,1.0,desktop_only,0.20727511347111238,1,0.0,8.0
030177,0.0,1.2658959537572254,desktop_only,0.05275784604097599,35,0.028901734104046242,13.0
030321,0.017857142857142856,1.9017857142857142,mixed,0.16777263458765698,26,0.0,8.875
03064f,0.0,2.27,desktop_only,0.06747620391269615,28,0.02,7.833333333333333
0308b1,0.028708133971291867,1.7751196172248804,mixed,0.1883556403027875,33,0.014354066985645933,12.833333333333334
030ab7,0.0,2.5095541401273884,mixed,0.0014325037174728608,22,0.0,8.38888888888889
030c9b,0.012738853503184714,2.1656050955414012,desktop_only,0.14166414511335432,29,0.0,9.76923076923077
030d36,0.0,1.0,desktop_only,0.13272052269608411,3,0.2222222222222222,9.0
03113e,0.011456628477905073,2.188216039279869,desktop_only,0.068359059634663,90,0.01800327332242226,12.325
03128a,0.0,1.0,desktop_only,0.00044656288194444446,3,0.0,6.0
031968,0.014563106796116505,2.2475728155339807,desktop_only,0.1821606877294648,40,0.019417475728155338,8.95
031f0f,0.0410958904109589,1.9863013698630136,desktop_only,0.7148911073684765,21,0.0273972602739726,7.857142857142857
03205b,0.0,3.0,desktop_only,1.771092490355903,1,0.0,9.0
0325b3,0.0,1.6097560975609757,desktop_only,0.13375176423864293,9,0.0,13.666666666666666
0329ef,0.0,3.6315789473684212,desktop_only,0.004051299941302909,2,0.0,6.333333333333333
032ce1,0.0,4.536585365853658,desktop_only,0.17823324611768404,20,0.024390243902439025,6.833333333333333
032ce8,0.00423728813559322,2.4745762711864407,desktop_only,0.006388883040302139,73,0.00211864406779661,8.51063829787234
032ec8,0.0068201193520886615,2.5200341005967606,desktop_only,0.02397686241165564,232,0.01918158567774936,8.943722943722944
032f93,0.0,5.0,mixed,0.18414572930202588,3,0.0,7.0
033176,0.0,2.0,desktop_only,0.21260914756677352,1,0.14285714285714285,7.0
0331b4,0.0,4.594936708860759,desktop_only,0.08291148074359184,27,0.06329113924050633,7.9
0334fc,0.0,3.75,desktop_only,0.6625427785284391,25,0.017857142857142856,13.428571428571429
033834,0.0,1.0,desktop_only,0.08823870525374611,4,0.0,9.0
033a9b,0.0,3.0,desktop_only,0.10617553783815066,9,0.2,10.0
033b15,0.0,2.0,desktop_only,0.044655887772744034,2,0.0,6.0
033b90,0.010101010101010102,1.0,desktop_only,0.07051610618909143,23,0.020202020202020204,20.25
0341a2,0.0,1.0,desktop_only,1.8505773674007937,6,0.0,7.666666666666667
0343fe,0.0,1.507462686567164,desktop_only,0.13085335777284263,19,0.05970149253731343,11.166666666666666
034487,0.0,3.1714285714285713,desktop_only,4.4192505787037036e-05,60,0.0020408163265306124,29.466666666666665
